id	label	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. co-authored pubs>
grid.5254.6	University of Copenhagen	http://en.wikipedia.org/wiki/University_of_Copenhagen	0.4291	-0.4089	12	1867	32043	52411
grid.5268.9	University of Alicante	http://en.wikipedia.org/wiki/University_of_Alicante	0.8892	0.4198	7	1029	3621	8494
grid.5284.b	University of Antwerp	http://en.wikipedia.org/wiki/University_of_Antwerp	0.7549	-0.3714	16	1694	12729	19081
grid.5288.7	Oregon Health & Science University	https://en.wikipedia.org/wiki/Oregon_Health_%26_Science_University	-0.0387	0.6923	1	1540	14576	25677
grid.5290.e	Waseda University	http://en.wikipedia.org/wiki/Waseda_University	-0.6262	-0.5527	4	1326	10824	21465
grid.5292.c	Delft University of Technology	http://en.wikipedia.org/wiki/Delft_University_of_Technology	0.5448	-0.4573	16	1496	16833	32416
grid.5319.e	University of Girona	http://en.wikipedia.org/wiki/University_of_Girona	0.9998	0.1955	7	1066	3358	5999
grid.5326.2	National Research Council	http://en.wikipedia.org/wiki/National_Research_Council_%28Italy%29	0.6102	0.4143	10	1666	13819	18865
grid.5328.c	French Institute for Research in Computer Science and Automation	http://en.wikipedia.org/wiki/French_Institute_for_Research_in_Computer_Science_and_Automation	0.88	-0.0795	8	880	3343	5663
grid.5329.d	TU Wien	http://en.wikipedia.org/wiki/Vienna_University_of_Technology	0.5803	-0.2104	3	1381	9621	19295
grid.5330.5	University of Erlangen-Nuremberg	http://en.wikipedia.org/wiki/University_of_Erlangen-Nuremberg	0.5236	-0.0033	3	1752	16101	31034
grid.5333.6	École Polytechnique Fédérale de Lausanne	http://en.wikipedia.org/wiki/%C3%89cole_Polytechnique_F%C3%A9d%C3%A9rale_de_Lausanne	0.3403	0.1161	3	1711	19343	32156
grid.5334.1	Sabancı University	http://en.wikipedia.org/wiki/Sabanc%C4%B1_University	0.4648	-0.7076	18	1037	1371	3027
grid.5335.0	University of Cambridge	http://en.wikipedia.org/wiki/University_of_Cambridge	0.1493	-0.0345	5	1937	48528	82053
grid.5337.2	University of Bristol	http://en.wikipedia.org/wiki/University_of_Bristol	0.148	-0.2171	5	1845	23871	40203
grid.5338.d	University of Valencia	http://en.wikipedia.org/wiki/University_of_Valencia	0.9652	0.4068	7	1688	12539	23783
grid.5342.0	Ghent University	http://en.wikipedia.org/wiki/Ghent_University	0.7227	-0.3246	16	1841	26238	46926
grid.5361.1	Innsbruck Medical University	https://en.wikipedia.org/wiki/Innsbruck_Medical_University	0.677	0.1281	3	1267	5822	10848
grid.5371.0	Chalmers University of Technology	http://en.wikipedia.org/wiki/Chalmers_University_of_Technology	0.2338	-0.5415	12	1282	9003	16619
grid.5373.2	Aalto University	http://en.wikipedia.org/wiki/Aalto_University	0.2929	-0.6808	12	1353	10809	19252
grid.5374.5	Nicolaus Copernicus University	http://en.wikipedia.org/wiki/Nicolaus_Copernicus_University_in_Toru%C5%84	0.5497	-0.3328	6	971	2401	6836
grid.5379.8	University of Manchester	http://en.wikipedia.org/wiki/University_of_Manchester	0.0771	-0.2878	5	1910	33316	58069
grid.5380.e	University of Concepción	http://en.wikipedia.org/wiki/University_of_Concepci%C3%B3n	0.8237	0.4692	7	1106	4271	8088
grid.53857.3c	Utah State University	http://en.wikipedia.org/wiki/Utah_State_University	-0.4531	0.3814	1	1182	5109	9538
grid.5386.8	Cornell University	http://en.wikipedia.org/wiki/Cornell_University	0.1147	0.4658	1	1909	38196	65280
grid.5390.f	University of Udine	http://en.wikipedia.org/wiki/University_of_Udine	0.5299	0.2892	10	1363	4909	8339
grid.5395.a	University of Pisa	http://en.wikipedia.org/wiki/University_of_Pisa	0.5159	0.3504	10	1705	15035	26954
grid.5398.7	European Synchrotron Radiation Facility	https://en.wikipedia.org/wiki/European_Synchrotron_Radiation_Facility	0.6598	-0.1649	3	1005	4585	5509
grid.5399.6	Aix-Marseille University	http://en.wikipedia.org/wiki/Aix-Marseille_University	0.9775	-0.1482	8	1680	11586	21692
grid.5406.7	Siemens (Germany)	http://en.wikipedia.org/wiki/Siemens	0.4936	0.0055	3	676	2707	4117
grid.54432.34	Japan Society for the Promotion of Science	http://en.wikipedia.org/wiki/Japan_Society_for_the_Promotion_of_Science	-0.7032	-0.7009	4	558	2973	3257
grid.54549.39	University of Electronic Science and Technology of China	http://en.wikipedia.org/wiki/University_of_Electronic_Science_and_Technology_of_China	-0.7023	-0.0329	2	1116	10488	26235
grid.5475.3	University of Surrey	http://en.wikipedia.org/wiki/University_of_Surrey	0.0105	-0.3413	5	1564	7938	14690
grid.5477.1	Utrecht University	http://en.wikipedia.org/wiki/Utrecht_University	0.6555	-0.5105	16	1729	22386	34898
grid.5491.9	University of Southampton	http://en.wikipedia.org/wiki/University_of_Southampton	0.0412	-0.2216	5	1861	20775	35697
grid.5509.9	University of Tampere	http://en.wikipedia.org/wiki/University_of_Tampere	0.3834	-0.8097	12	1132	5500	8148
grid.5510.1	University of Oslo	http://en.wikipedia.org/wiki/University_of_Oslo	0.5632	-0.6295	12	1667	10315	15181
grid.5515.4	Autonomous University of Madrid	http://en.wikipedia.org/wiki/Autonomous_University_of_Madrid	0.8556	0.3698	7	1607	13291	21806
grid.5522.0	Jagiellonian University	http://en.wikipedia.org/wiki/Jagiellonian_University	0.535	-0.3035	6	1596	9367	20095
grid.55325.34	Oslo University Hospital	https://en.wikipedia.org/wiki/Oslo_University_Hospital	0.5589	-0.6548	12	1409	9649	14329
grid.5560.6	Carl von Ossietzky University of Oldenburg	http://en.wikipedia.org/wiki/University_of_Oldenburg	0.5267	-0.2208	3	1111	3750	7770
grid.55602.34	Dalhousie University	http://en.wikipedia.org/wiki/Dalhousie_University	-0.1552	-0.0771	14	1708	10895	21592
grid.55614.33	Agriculture and Agriculture-Food Canada	https://en.wikipedia.org/wiki/Agriculture_and_Agri-Food_Canada	-0.2457	-0.0719	14	1163	4409	6556
grid.5570.7	Ruhr University Bochum	http://en.wikipedia.org/wiki/Ruhr_University_Bochum	0.5195	-0.1121	3	1681	12213	22465
grid.5590.9	Radboud University Nijmegen	http://en.wikipedia.org/wiki/Radboud_University_Nijmegen	0.6393	-0.4596	16	1594	12290	18689
grid.5591.8	Eötvös Loránd University	http://en.wikipedia.org/wiki/E%C3%B6tv%C3%B6s_Lor%C3%A1nd_University	0.732	-0.1506	6	1362	5024	8828
grid.5596.f	KU Leuven	http://en.wikipedia.org/wiki/Katholieke_Universiteit_Leuven	0.8007	-0.3242	16	1876	32860	54430
grid.5600.3	Cardiff University	http://en.wikipedia.org/wiki/Cardiff_University	0.1714	-0.3023	5	1753	16727	29708
grid.5601.2	University of Mannheim	http://en.wikipedia.org/wiki/University_of_Mannheim	0.4767	-0.0108	3	562	1767	3549
grid.5602.1	University of Camerino	http://en.wikipedia.org/wiki/University_of_Camerino	0.5081	0.3926	10	1061	1885	3094
grid.5603.0	University of Greifswald	http://en.wikipedia.org/wiki/University_of_Greifswald	0.6037	-0.077	3	1426	5373	9479
grid.5606.5	University of Genoa	http://en.wikipedia.org/wiki/University_of_Genoa	0.676	0.362	10	1583	11126	18992
grid.56061.34	University of Memphis	http://en.wikipedia.org/wiki/University_of_Memphis	-0.4981	0.597	1	995	3318	6633
grid.5607.4	École Normale Supérieure	http://en.wikipedia.org/wiki/%C3%89cole_Normale_Sup%C3%A9rieure	0.919	-0.0364	8	814	2381	3474
grid.5608.b	University of Padua	http://en.wikipedia.org/wiki/University_of_Padua	0.5529	0.2529	10	1826	22921	41355
grid.5611.3	University of Verona	http://en.wikipedia.org/wiki/University_of_Verona	0.5815	0.291	10	1403	6909	11965
grid.5612.0	Pompeu Fabra University	http://en.wikipedia.org/wiki/Pompeu_Fabra_University	1.063	0.2089	7	1403	6750	9832
grid.5613.1	University of Burgundy	http://en.wikipedia.org/wiki/University_of_Burgundy	1.017	-0.2852	8	1053	3895	6751
grid.56302.32	King Saud University	http://en.wikipedia.org/wiki/King_Saud_University	-0.2789	-0.2483	9	1755	13954	25228
grid.5633.3	Adam Mickiewicz University in Poznań	http://en.wikipedia.org/wiki/Adam_Mickiewicz_University_in_Pozna%C5%84	0.5433	-0.3553	6	1186	3598	8967
grid.5640.7	Linköping University	http://en.wikipedia.org/wiki/Link%C3%B6ping_University	0.2586	-0.5788	12	1650	10096	18800
grid.5645.2	Erasmus University Medical Center	https://en.wikipedia.org/wiki/Erasmus_MC	0.7786	-0.4835	16	1544	19062	31598
grid.56466.37	Woods Hole Oceanographic Institution	https://en.wikipedia.org/wiki/Woods_Hole_Oceanographic_Institution	-0.1159	0.1405	1	816	3646	4781
grid.5650.6	Academic Medical Center	https://en.wikipedia.org/wiki/Academic_Medical_Center	0.8105	-0.5452	16	1397	12156	19275
grid.5659.f	University of Paderborn	http://en.wikipedia.org/wiki/University_of_Paderborn	0.6846	-0.1957	3	783	5591	8939
grid.5675.1	TU Dortmund University	http://en.wikipedia.org/wiki/Technical_University_of_Dortmund	0.4544	-0.1823	3	1106	5955	12300
grid.5685.e	University of York	http://en.wikipedia.org/wiki/University_of_York	0.1487	-0.392	5	1608	11141	19500
grid.5690.a	Technical University of Madrid	http://en.wikipedia.org/wiki/Technical_University_of_Madrid	0.8806	0.3351	7	1240	7858	15003
grid.5718.b	University of Duisburg-Essen	http://en.wikipedia.org/wiki/University_of_Duisburg-Essen	0.5564	-0.1101	3	1485	9303	17615
grid.5719.a	University of Stuttgart	http://en.wikipedia.org/wiki/University_of_Stuttgart	0.3638	-0.1042	3	1198	8306	19154
grid.5734.5	University of Bern	http://en.wikipedia.org/wiki/University_of_Bern	0.7366	0.0073	3	1723	16675	26465
grid.5771.4	University of Innsbruck	http://en.wikipedia.org/wiki/University_of_Innsbruck	0.3657	-0.1378	3	1314	3488	6029
grid.57828.30	National Center for Atmospheric Research	http://en.wikipedia.org/wiki/National_Center_for_Atmospheric_Research	-0.1936	0.1374	1	800	5079	6201
grid.57926.3f	University of Regina	http://en.wikipedia.org/wiki/University_of_Regina	-0.3908	-0.0306	14	926	2544	4516
grid.57981.32	Department of Health	http://en.wikipedia.org/wiki/Department_of_Health_(United_Kingdom)	0.239	-0.221	5	1125	2436	3720
grid.5801.c	Swiss Federal Institute of Technology in Zurich	http://en.wikipedia.org/wiki/ETH_Zurich	0.4067	0.1278	3	1770	30829	49854
grid.5802.f	Johannes Gutenberg University of Mainz	http://en.wikipedia.org/wiki/University_of_Mainz	0.3965	0.0434	3	1627	11901	18595
grid.5807.a	Otto-von-Guericke University Magdeburg	http://en.wikipedia.org/wiki/Otto-von-Guericke_University_Magdeburg	0.5681	-0.0802	3	1379	5861	12161
grid.5808.5	University of Porto	http://en.wikipedia.org/wiki/University_of_Porto	0.9878	0.1247	7	1776	17422	32927
grid.5836.8	University of Siegen	http://en.wikipedia.org/wiki/University_of_Siegen	0.336	-0.0767	3	939	3323	6263
grid.5841.8	University of Barcelona	http://en.wikipedia.org/wiki/University_of_Barcelona	0.9984	0.2733	7	1752	21483	34921
grid.5842.b	University of Paris-Sud	http://en.wikipedia.org/wiki/University_of_Paris-Sud	1.0355	-0.0246	8	1720	14030	21441
grid.5846.f	University of Hertfordshire	http://en.wikipedia.org/wiki/University_of_Hertfordshire	0.2597	-0.2776	5	1021	3242	5752
grid.5884.1	Sheffield Hallam University	http://en.wikipedia.org/wiki/Sheffield_Hallam_University	0.0644	-0.4616	5	842	2023	4462
grid.59025.3b	Nanyang Technological University	http://en.wikipedia.org/wiki/Nanyang_Technological_University	-0.5391	-0.201	2	1761	25555	48617
grid.59053.3a	University of Science and Technology of China	http://en.wikipedia.org/wiki/University_of_Science_and_Technology_of_China	-0.7341	0.1516	2	1577	20637	38471
grid.59056.3f	University of Calcutta	http://en.wikipedia.org/wiki/University_of_Calcutta	-0.3867	-0.2411	9	1173	3136	8853
grid.59062.38	University of Vermont	http://en.wikipedia.org/wiki/University_of_Vermont	0.0169	0.6108	1	1369	7391	13411
grid.5924.a	University of Navarra	http://en.wikipedia.org/wiki/University_of_Navarra	1.0028	0.3719	7	1283	3875	7531
grid.5947.f	Norwegian University of Science and Technology	http://en.wikipedia.org/wiki/Norwegian_University_of_Science_and_Technology	0.4808	-0.6475	12	1675	14108	26462
grid.5949.1	University of Münster	http://en.wikipedia.org/wiki/University_of_M%C3%BCnster	0.6272	-0.1034	3	1698	12855	23080
grid.5963.9	University of Freiburg	http://en.wikipedia.org/wiki/University_of_Freiburg	0.466	0.0198	3	1675	12370	20100
grid.5970.b	International School for Advanced Studies	https://en.wikipedia.org/wiki/International_School_for_Advanced_Studies	0.4468	0.2529	10	805	2304	3402
grid.59734.3c	Icahn School of Medicine at Mount Sinai	https://en.wikipedia.org/wiki/Icahn_School_of_Medicine_at_Mount_Sinai	0.1559	0.6789	1	1558	16843	28941
grid.59784.37	National Health Research Institutes	https://en.wikipedia.org/wiki/National_Health_Research_Institutes	-0.8145	1.0193	17	1025	3686	4250
grid.5991.4	Paul Scherrer Institute	https://en.wikipedia.org/wiki/Paul_Scherrer_Institute	0.3593	0.0743	3	1179	8057	10217
grid.59914.30	Society for Chemical Engineering and Biotechnology	http://en.wikipedia.org/wiki/DECHEMA	0.435	-0.0336	3	122	819	3522
grid.6083.d	National Centre of Scientific Research Demokritos	https://en.wikipedia.org/wiki/National_Centre_of_Scientific_Research_%22Demokritos%22	0.3426	0.1773	6	955	2357	3484
grid.6093.c	Scuola Normale Superiore di Pisa	http://en.wikipedia.org/wiki/Scuola_Normale_Superiore_di_Pisa	0.4452	0.3274	10	814	2361	3057
grid.61221.36	Gwangju Institute of Science and Technology	http://en.wikipedia.org/wiki/Gwangju_Institute_of_Science_and_Technology	-0.9115	0.4144	11	809	3915	7008
grid.6142.1	"National University of Ireland, Galway"	"http://en.wikipedia.org/wiki/National_University_of_Ireland,_Galway"	-0.0957	-0.1916	5	1448	5524	10070
grid.6190.e	University of Cologne	http://en.wikipedia.org/wiki/University_of_Cologne	0.5426	-0.0504	3	1665	13138	21606
grid.61971.38	Simon Fraser University	http://en.wikipedia.org/wiki/Simon_Fraser_University	-0.2056	0.0588	14	1636	10685	18993
grid.6203.7	Statens Serum Institut	https://en.wikipedia.org/wiki/Statens_Serum_Institut	0.4759	-0.4294	12	832	2372	3259
grid.6214.1	University of Twente	http://en.wikipedia.org/wiki/University_of_Twente	0.593	-0.471	16	1488	9943	19003
grid.62167.34	Japan Aerospace Exploration Agency	https://en.wikipedia.org/wiki/JAXA	-0.6519	-0.5994	4	490	2722	4124
grid.62560.37	Brigham and Women's Hospital	https://en.wikipedia.org/wiki/Brigham_and_Women%27s_Hospital	0.3041	0.7848	1	1532	20443	27191
grid.62562.35	RTI International	http://en.wikipedia.org/wiki/RTI_International	-0.2609	0.7689	1	864	3534	5139
grid.6268.a	University of Bradford	http://en.wikipedia.org/wiki/University_of_Bradford	0.007	-0.4863	5	893	2699	5232
grid.62813.3e	Illinois Institute of Technology	http://en.wikipedia.org/wiki/Illinois_Institute_of_Technology	-0.4173	0.0731	1	1034	3579	6083
grid.6289.5	University of Western Brittany	http://en.wikipedia.org/wiki/University_of_Western_Brittany	1.1059	-0.3532	8	820	1884	3149
grid.6292.f	University of Bologna	http://en.wikipedia.org/wiki/University_of_Bologna	0.6134	0.2624	10	1766	22303	41079
grid.63054.34	University of Connecticut	http://en.wikipedia.org/wiki/University_of_Connecticut	-0.2988	0.436	1	1496	9862	19610
grid.6312.6	University of Vigo	http://en.wikipedia.org/wiki/University_of_Vigo	0.9095	0.1795	7	1066	4988	10355
grid.63124.32	American University	http://en.wikipedia.org/wiki/American_University	-0.2974	0.521	1	785	1316	3317
grid.6324.3	VTT Technical Research Centre of Finland	https://en.wikipedia.org/wiki/VTT_Technical_Research_Centre_of_Finland	0.3092	-0.7156	12	908	3627	6039
grid.63368.38	Houston Methodist	https://en.wikipedia.org/wiki/Houston_Methodist_Hospital	-0.1347	0.985	1	1130	3908	6270
grid.6341.0	Swedish University of Agricultural Sciences	http://en.wikipedia.org/wiki/Swedish_University_of_Agricultural_Sciences	0.3126	-0.4695	12	1369	7619	12567
grid.6363.0	Charité	http://en.wikipedia.org/wiki/Charit%C3%A9	0.6347	0.0103	3	1564	16497	27206
grid.63984.30	McGill University Health Centre	http://en.wikipedia.org/wiki/McGill_University_Health_Centre	0.0867	0.1221	14	1078	4594	6319
grid.64337.35	Louisiana State University	http://en.wikipedia.org/wiki/Louisiana_State_University	-0.4849	0.4087	1	1564	8556	16712
grid.6435.4	Teagasc - The Irish Agriculture and Food Development Authority	https://en.wikipedia.org/wiki/Teagasc	-0.0702	-0.2063	5	556	2462	3234
grid.6441.7	Vilnius University	http://en.wikipedia.org/wiki/Vilnius_University	0.4093	-0.3372	6	1338	3488	8166
grid.6451.6	Technion - Israel Institute of Technology	http://en.wikipedia.org/wiki/Technion_%E2%80%93_Israel_Institute_of_Technology	0.3313	0.3182	20	1603	11081	21556
grid.64523.36	National Cheng Kung University	http://en.wikipedia.org/wiki/National_Cheng_Kung_University	-0.8727	0.924	17	1558	12360	28563
grid.64924.3d	Jilin University	http://en.wikipedia.org/wiki/Jilin_University	-1.0206	-0.2238	2	1246	13696	36060
grid.64938.30	Nanjing University of Aeronautics and Astronautics	https://en.wikipedia.org/wiki/Nanjing_University_of_Aeronautics_and_Astronautics	-0.8698	0.1283	2	724	6014	14950
grid.64939.31	Beihang University	http://en.wikipedia.org/wiki/Beihang_University	-0.8172	-0.0839	2	1155	12779	35721
grid.6518.a	University of the West of England	http://en.wikipedia.org/wiki/University_of_the_West_of_England	0.04	-0.3886	5	859	2441	5554
grid.6520.1	University of Namur	http://en.wikipedia.org/wiki/Universit%C3%A9_de_Namur	0.8423	-0.2174	16	1076	2124	3431
grid.6530.0	University of Rome Tor Vergata	http://en.wikipedia.org/wiki/University_of_Rome_Tor_Vergata	0.5214	0.4814	10	1622	12906	20246
grid.65456.34	Florida International University	http://en.wikipedia.org/wiki/Florida_International_University	-0.34	0.4332	1	1577	6844	12229
grid.6546.1	Technical University of Darmstadt	http://en.wikipedia.org/wiki/Technische_Universit%C3%A4t_Darmstadt	0.3534	-0.0441	3	1215	8982	17781
grid.65499.37	Dana-Farber Cancer Institute	https://en.wikipedia.org/wiki/Dana%E2%80%93Farber_Cancer_Institute	0.2832	0.8302	1	1295	10068	11976
grid.65519.3e	Oklahoma State University	http://en.wikipedia.org/wiki/Oklahoma_State_University%E2%80%93Stillwater	-0.5466	0.2868	1	1343	6293	11338
grid.6553.5	Ilmenau University of Technology	http://en.wikipedia.org/wiki/Technische_Universit%C3%A4t_Ilmenau	0.4607	-0.2143	3	708	2034	4494
grid.6571.5	Loughborough University	http://en.wikipedia.org/wiki/Loughborough_University	-0.0331	-0.4028	5	1288	6953	14227
grid.6572.6	University of Birmingham	http://en.wikipedia.org/wiki/University_of_Birmingham	0.1269	-0.3275	5	1838	20619	34833
grid.6582.9	University of Ulm	http://en.wikipedia.org/wiki/University_of_Ulm	0.5519	0.0279	3	1574	10624	18328
grid.6583.8	University of Veterinary Medicine Vienna	http://en.wikipedia.org/wiki/University_of_Veterinary_Medicine_Vienna	0.7221	-0.079	3	883	2522	4018
grid.6603.3	University of Cyprus	http://en.wikipedia.org/wiki/University_of_Cyprus	0.2628	0.1559	6	1257	3476	6378
grid.6612.3	University of Basel	http://en.wikipedia.org/wiki/University_of_Basel	0.7452	0.0664	3	1651	12239	18994
grid.6652.7	Czech Technical University in Prague	http://en.wikipedia.org/wiki/Czech_Technical_University_in_Prague	0.5824	-0.2527	6	1077	5412	11414
grid.66741.32	Beijing Forestry University	https://en.wikipedia.org/wiki/Beijing_Forestry_University	-0.9637	0.0434	2	669	2845	5995
grid.66859.34	Broad Institute	http://en.wikipedia.org/wiki/Broad_Institute	0.364	0.6672	1	1385	5904	6354
grid.66875.3a	Mayo Clinic	https://en.wikipedia.org/wiki/Mayo_Clinic	0.0119	0.8485	1	1575	23864	53875
grid.67033.31	Tufts Medical Center	https://en.wikipedia.org/wiki/Tufts_Medical_Center	0.2009	0.7812	1	1050	5173	8142
grid.67105.35	Case Western Reserve University	http://en.wikipedia.org/wiki/Case_Western_Reserve_University	-0.185	0.9141	1	1705	17650	30049
grid.67293.39	Hunan University	http://en.wikipedia.org/wiki/Hunan_University	-0.6259	-0.1541	2	869	7507	16972
grid.6734.6	Technical University of Berlin	http://en.wikipedia.org/wiki/Technical_University_of_Berlin	0.3966	-0.1574	3	1322	9973	19799
grid.6738.a	Braunschweig University of Technology	http://en.wikipedia.org/wiki/Braunschweig_University_of_Technology	0.4949	-0.1354	3	1306	5363	10792
grid.6759.d	Budapest University of Technology and Economics	http://en.wikipedia.org/wiki/Budapest_University_of_Technology_and_Economics	0.7485	-0.1691	6	865	3578	8633
grid.6810.f	Chemnitz University of Technology	http://en.wikipedia.org/wiki/Chemnitz_University_of_Technology	0.4008	-0.1144	3	827	2400	5597
grid.6827.b	Technical University of Cluj-Napoca	http://en.wikipedia.org/wiki/Technical_University_of_Cluj-Napoca	0.7283	-0.2558	6	469	1216	4582
grid.68312.3e	Ryerson University	http://en.wikipedia.org/wiki/Ryerson_University	-0.2136	-0.1123	14	1054	5036	9518
grid.6835.8	Universitat Politècnica de Catalunya	http://en.wikipedia.org/wiki/Polytechnic_University_of_Catalonia	0.9395	0.2103	7	1272	9671	18388
grid.6852.9	Eindhoven University of Technology	http://en.wikipedia.org/wiki/Eindhoven_University_of_Technology	0.5793	-0.4253	16	1333	10487	20660
grid.6862.a	Freiberg University Of Mining And Technology	http://en.wikipedia.org/wiki/Freiberg_University_of_Mining_and_Technology	0.3885	-0.1272	3	678	2012	4481
grid.6868.0	Gdańsk University of Technology	http://en.wikipedia.org/wiki/Gda%C5%84sk_University_of_Technology	0.5801	-0.3417	6	992	1793	5863
grid.6884.2	Hamburg University of Technology	http://en.wikipedia.org/wiki/Technical_University_of_Hamburg	0.4807	-0.2134	3	587	1900	4197
grid.6903.c	Technical University of Košice	http://en.wikipedia.org/wiki/Technical_University_of_Ko%C5%A1ice	0.6092	-0.299	6	387	664	3620
grid.6906.9	Erasmus University Rotterdam	http://en.wikipedia.org/wiki/Erasmus_University_Rotterdam	0.7135	-0.4522	16	1107	4986	8660
grid.6926.b	Luleå University of Technology	http://en.wikipedia.org/wiki/Lule%C3%A5_University_of_Technology	0.198	-0.5741	12	841	2703	5334
grid.6935.9	Middle East Technical University	http://en.wikipedia.org/wiki/Middle_East_Technical_University	0.5274	-0.7498	18	1181	5403	11445
grid.6936.a	Technical University Munich	http://en.wikipedia.org/wiki/Technische_Universit%C3%A4t_M%C3%BCnchen	0.4495	0.0643	3	1829	23739	42874
grid.69566.3a	Tohoku University	http://en.wikipedia.org/wiki/Tohoku_University	-0.7529	-0.5817	4	1820	30011	61193
grid.6963.a	Poznań University of Technology	http://en.wikipedia.org/wiki/Pozna%C5%84_University_of_Technology	0.5424	-0.3721	6	500	1371	5093
grid.6973.b	Riga Technical University	http://en.wikipedia.org/wiki/Riga_Technical_University	0.3941	-0.6419	6	527	750	3568
grid.69775.3a	University of Science and Technology Beijing	http://en.wikipedia.org/wiki/University_of_Science_and_Technology_Beijing	-0.8601	-0.0774	2	819	7993	19436
grid.6979.1	Silesian University of Technology	http://en.wikipedia.org/wiki/Silesian_University_of_Technology	0.5171	-0.3402	6	615	1560	7371
grid.6986.1	Tampere University of Technology	http://en.wikipedia.org/wiki/Tampere_University_of_Technology	0.2816	-0.7194	12	946	4297	8697
grid.6988.f	Tallinn University of Technology	http://en.wikipedia.org/wiki/Tallinn_University_of_Technology	0.4089	-0.6496	12	758	1713	4369
grid.6992.4	Polytechnic University of Timişoara	http://en.wikipedia.org/wiki/Politehnica_University_of_Timi%C8%99oara	0.708	-0.2285	6	346	877	3356
grid.7005.2	Wrocław University of Technology	http://en.wikipedia.org/wiki/Wroc%C5%82aw_University_of_Technology	0.5059	-0.3851	6	842	3008	8682
grid.7010.6	Marche Polytechnic University	http://en.wikipedia.org/wiki/Marche_Polytechnic_University	0.5788	0.3972	10	1302	4637	8944
grid.7039.d	University of Salzburg	http://en.wikipedia.org/wiki/University_of_Salzburg	0.663	0.1	3	1126	3039	5738
grid.7048.b	Aarhus University	http://en.wikipedia.org/wiki/Aarhus_University	0.4363	-0.4652	12	1772	21167	33949
grid.70738.3b	University of Alaska Fairbanks	http://en.wikipedia.org/wiki/University_of_Alaska_Fairbanks	-0.234	0.1082	1	913	3245	5145
grid.7080.f	Autonomous University of Barcelona	http://en.wikipedia.org/wiki/Autonomous_University_of_Barcelona	1.0468	0.2548	7	1743	19315	31341
grid.7107.1	University of Aberdeen	http://en.wikipedia.org/wiki/University_of_Aberdeen	0.1947	-0.3988	5	1655	11032	19026
grid.7112.5	Mendel University Brno	http://en.wikipedia.org/wiki/Mendel_University_Brno	0.6547	-0.3032	6	351	1040	3333
grid.7119.e	Austral University of Chile	http://en.wikipedia.org/wiki/Austral_University_of_Chile	0.8366	0.4891	7	998	2109	3839
grid.7122.6	University of Debrecen	http://en.wikipedia.org/wiki/University_of_Debrecen	0.7357	-0.1125	6	1442	4282	8296
grid.7123.7	Addis Ababa University	http://en.wikipedia.org/wiki/Addis_Ababa_University	0.3375	-0.3102	5	866	1883	3984
grid.7130.5	Prince of Songkla University	http://en.wikipedia.org/wiki/Prince_of_Songkla_University	-0.4535	-0.4902	4	992	2455	6001
grid.7132.7	Chiang Mai University	http://en.wikipedia.org/wiki/Chiang_Mai_University	-0.4551	-0.4527	4	1131	3587	8327
grid.7143.1	Odense University Hospital	https://en.wikipedia.org/wiki/Odense_University_Hospital	0.481	-0.525	12	1032	4570	6317
grid.7144.6	University of the Aegean	http://en.wikipedia.org/wiki/University_of_the_Aegean	0.3261	0.1644	6	739	1572	3267
grid.7147.5	Aga Khan University	http://en.wikipedia.org/wiki/Aga_Khan_University	-0.0032	0.1324	14	879	1119	3099
grid.7149.b	University of Belgrade	http://en.wikipedia.org/wiki/University_of_Belgrade	0.3796	-0.2712	6	1654	9126	23440
grid.7155.6	Alexandria University	http://en.wikipedia.org/wiki/Alexandria_University	-0.2325	-0.2327	9	1230	3593	9167
grid.71566.33	Federal Institute For Materials Research and Testing	http://en.wikipedia.org/wiki/Federal_Institute_for_Materials_Research_and_Testing	0.4363	-0.1628	3	592	1921	3598
grid.7157.4	University of Algarve	http://en.wikipedia.org/wiki/University_of_the_Algarve	0.9339	0.0607	7	1121	2876	4455
grid.7159.a	University of Alcalá	http://en.wikipedia.org/wiki/University_of_Alcal%C3%A1	0.9771	0.3468	7	1005	3846	7331
grid.7177.6	University of Amsterdam	http://en.wikipedia.org/wiki/University_of_Amsterdam	0.6754	-0.4311	16	1733	15633	26282
grid.7220.7	Universidad Autónoma Metropolitana	http://en.wikipedia.org/wiki/Universidad_Aut%C3%B3noma_Metropolitana	0.5503	0.631	7	764	3356	6838
grid.7240.1	Ca Foscari University of Venice	http://en.wikipedia.org/wiki/Ca'_Foscari_University_of_Venice	0.5914	0.2172	10	705	1968	3511
grid.7247.6	Universidad de Los Andes	http://en.wikipedia.org/wiki/University_of_Los_Andes_(Colombia)	0.3934	0.3211	7	932	2770	4573
grid.7252.2	University of Angers	http://en.wikipedia.org/wiki/University_of_Angers	1.0754	-0.3397	8	806	2289	4192
grid.7256.6	Ankara University	http://en.wikipedia.org/wiki/Ankara_University	0.5937	-0.8048	18	1429	5192	11647
grid.7269.a	Ain Shams University	http://en.wikipedia.org/wiki/Ain_Shams_University	-0.2465	-0.2756	9	1279	4714	12424
grid.7273.1	Aston University	http://en.wikipedia.org/wiki/Aston_University	0.0248	-0.419	5	1184	3533	6188
grid.7307.3	University of Augsburg	http://en.wikipedia.org/wiki/University_of_Augsburg	0.4112	-0.0253	3	810	2496	4897
